__label__fake,"影片宣稱「影片中的年輕人,就是LWKS患者...正常人不會帶著小刀去附近商店買東西...現今隨機殺人or傷人案件頻傳，大家要小心...」？"
__label__fake,「以色列衛生部長稱新冠肺炎是上天對同性戀的懲罰，隨後被確診感染」、「以色列衛生部長稱只有同性戀才得武肺 自己被確診」？
__label__fake,「日本的諾貝爾醫學獎得主教授本庶佑（Tasuku Honjo）博士今天說，冠狀病毒不是天然的...我在中國武漢實驗室工作了4年...」？
__label__fake,影片宣稱「絕密視頻流出，時間不詳 染疫死的？處理屍體的軍人沒穿防護服...」、「中共軍人掩埋大批屍體視頻曝光」？
__label__fake,影片宣稱「中國5G技術，應用在演唱會上技驚四座，難怪美國人要打壓華為」？
__label__fake,多家媒體報導「泰警逮捕違反宵禁的斑貓」、「泰國警方逮捕一隻貓 指其違反外出禁令」？
__label__fake,「威廉王子皇室婚禮(本片得來不易)…不為人知的入場片段實在是太可愛了！打破對王室傳統看法見識王室也有開朗活潑的一面尤其是婚禮現場！」
__label__fake,「免費認養 60隻純種狗狗即將安樂死 等著認養 請大家幫忙轉寄...板橋收容所爆滿了」？
__label__fake,電郵通知「台灣疾病預防控制中心的最終通知」？
__label__fake,影片宣稱「特朗普黑幫全都接種了新冠疫苗！2020年4月20日，特朗普的新冠新聞發布會露出驚天秘密...難怪...特朗普新冠檢測始終陰性」？
__label__fake,「3萬紓困補助...是從勞工自己的勞退金裡挪用的」？
__label__fake,「沒撇步⋯只能將佛祖請列出來鎮病毒了...整個JR日本地鐵站里都佈滿阿彌陀佛」？
__label__fake,影片宣稱「新妙招，印度捉到沒有戴口罩的市民 ，關到一架救護車裡鎖住 ，裡面有一個假扮確診的患者...」？
__label__fake,"簡訊通知「您所郵寄的包裹涉嫌違規操作已退回,請核對退貨地址」？"
__label__fake,「4月25日新聞快報。由於疫情的關係，政府決定幫助國民，無條件每個家庭將會提供援助。援助金可高達50000台幣，連續三個月，申請詳情如下」？
__label__fake,圖片宣稱「一位護士在摘掉口罩和眼鏡罩後，在紫外線下顯出臉上仍有殘留的病毒...」？
__label__fake,「中華民國衛福部長: 陳時中提醒大家~再﻿次﻿﻿強調﻿：別﻿出門，端午節(6月25日)過後，再看疫情﻿控制情況...」﻿？
__label__fake,影片宣稱「記者探望病愈在家的英國首相強生...他的家真像是遺棄的三綫軍工場舊址...也許是客廳太小只好自己端着茶盤...」？
__label__fake,影片搭配文字宣稱「台灣幾乎絕跡 ~獨領台灣山林的雲豹再現蹤影！美麗的花紋，真令人讚嘆」？
__label__fake,「只要戶籍在新北市，年滿65歲可到區公所帶身份證存摺辦理健保補助金，三千二百二十四元，半年領一次...」？
__label__fake,一段影片搭配文字宣稱「外國人，無意間拍攝到的，恐怖哦！」？
__label__fake,影片宣稱「人和猴子交配生子」？
__label__fake,影片宣稱「義大利人民 全國跪地向天懺悔」？
__label__fake,「美國政府宣導預防中共武漢病毒🦠全民留家不要趴趴走，NitesTV網站所有電影上網免費觀賞...」？
__label__fake,「美國核動力潛艇田納西號，12月底開始，潛在海裏119天，150員船員，竟然有8名驗出新冠病毒」？
__label__fake,梳子造型刀照片宣稱「轉傳國教署通知：提請留意，若看到學生拿著梳子，請留心檢查」？
__label__fake,影片宣稱「義大利這對小兄弟的媽媽給肺炎病毒帶走了...弟弟就往天空不斷的叫喚媽媽...」？
__label__fake,網站文章「殯葬業者累倒午睡 被同事誤當屍體 火化死亡」？
__label__fake,「之前有老虎確診...請小心遠離家中寵物貓狗及豢養的家禽...」？
__label__fake,影片宣稱「今天上午，美國白宮正式給川普請來巫師...川普背後好幾個美國議員緊抓著川普的肩膀難中求福...只讓病毒趕快消失」？
__label__fake,「截至目前的統計數據，不丹還沒有人感染COVID-19。這證明素食主義對整個世界尤其是不丹王國的和平作出了巨大貢獻...」？
__label__fake,「請注意看這個很清楚很實用...乾咳+打噴嚏=空氣污染...乾咳+打噴嚏+身體疼痛+虛弱+高燒+呼吸困難=冠狀病毒」？
__label__fake,群眾與挖土機發生衝突影片，宣稱「看看印度太殘忍了，得新冠病毒感染者治不了。就活埋！」？
__label__fake,「來自以色列的信息表明：這種病毒他們並沒有造成任何死亡...在以色列，每個人都喝一杯加檸檬的熱水，這被證明可以殺死病毒」？
__label__fake,文章宣稱「南非牧師稱喝消毒水可防新冠，自己也喝，59名信徒口服滴露身亡」？
__label__fake,傳言引述美國媒體報導指出：「美國 FBI已經警告我們華人區，將會有暴動，因為美國有六十萬的無業流氓，最近監獄又釋放很多罪犯出來...他們會出來生事、暴動搶劫，向我們華人下手」？
__label__fake,影片宣稱「東非肯亞政府要求百姓勿上街群聚，出動警察無效，因為肯亞人不甩警察，改派肯亞的馬賽族⋯⋯連螞蟻也沒了」？
__label__fake,影片宣稱「在美的家人傳來的視頻－紐約軍隊進城了。美國政府或許怕1977年紐約大停電... 引發的搶劫、暴動再度發生，今天軍隊已經陸續進駐...」？
__label__fake,男子當街被打屁股影片宣稱「台灣要學學外國、罰100萬台灣人也不怕！他們有的是錢！要嚴懲這樣、再亂趴趴走！捉到就是這樣的下塲！」？
__label__fake,文章稱「石正麗凌晨發出警告：新冠病毒將透過蚊蟲傳播，變成蚊冠病毒」？
__label__fake,圖片宣稱「菲律賓違反封城令擅自出門的被鎖在木製腳鐐」？
__label__fake,文章宣稱「人權歐美？讓老人去死吧」、「歐美國家讓老人放棄治療」?
__label__fake,「在泰國受訓的美國大兵，飲用蛇血，就去參加世界軍運會，他們是新冠病毒真正的中間宿主」？
__label__fake,影片「從意大利回鄉的塞內加爾人全被就地槍斃」？
__label__fake,「昨天年金改革委員會第14次會議...各項年金請領年齡皆為65歲...軍人終身俸不再發放...80歲以後到死1塊錢不給...」？
__label__fake,「我們醫生感染新冠狀病毒迅速康復，是因持續每天吸入熱水蒸氣，讓肺部、喉嚨和口腔溫度上升，讓病毒失去活力」？
__label__fake,影片宣稱「有的國家把疫情病毒屍體往海裡丟，不能再吃魚類了。這個國家會遭天譴...」？
__label__fake,「如果有人去妳家外面送口罩給你，說是政府給的，千萬不要拿它，內有迷魂藥，他們會打劫你」？
__label__fake,「冠狀病毒的pH值在5.5到8.5之間變化...需要攝入更多高於上述pH值的鹼性食品...在您發現這些現象（症狀）時，請迅速將熱開水和檸檬一起喝。每天吃橙」？
__label__fake,圖片宣稱「美國用最先進的顯微鏡，看到空氣中的病毒」？
__label__partialError,「台中市居民帶身份證到戶籍所在地的消防隊，一戶免費領取一個（火災警報器）」？
__label__partialError,文章標題宣稱「母乳...血液變成乳汁」？
__label__partialError,「台大醫師團契訊息...重症新冠肺像 “SARS+AIDS”...免疫系統也幾乎全被摧毀...多器官衰竭是新冠病毒重要死亡原因...出院的病人可能會像B型肝炎病人一樣，長期帶病毒生存」？
__label__partialError,文章「聯合國：人類『大限將至』！世衛組織：40年內全球吃素！必須馬上吃素...」？
__label__partialError,宣稱「世衛組織剛剛修改規則：冠狀病毒被證實氣溶膠傳播，在空氣中可存活8個小時。所以，要求每個人任何地方都得戴口罩...」？
__label__partialError,圖文「為什麼外面沒有人，也要你戴口罩，因為噴嚏液體速度是每秒35公尺，空氣中擴散8米，可懸浮24小時」？
__label__partialError,「昏倒在浴室...洗澡時不要先洗頭，理應先清洗身體其他部位..淋濕先從腳底開始..錯誤的沐浴方式，我們可能會中風或者偏頭痛」？
__label__partialError,「在同版面的左邊有一則驚人消息！ 只是被籃球巨星科比墜機的消息沖淡了...1月...在2019/8月因肺炎死亡的200多美國人就是新冠病毒..被說成吸電子煙」？
__label__partialError,影片宣稱「大家趕快提醒身邊的朋友ˊ很多外國人開始在台灣做這件事ˊ想害台灣人也淪陷疫情ˊ所以他們現在都故意把口水吐在捷運手把上喔」？
__label__partialError,「這是每天 ＃COVID-19感染的情況，請大家注意...」？
__label__partialError,圖片「任何人，在巴士，地鐵見到手上帶著這样的手環，要小心遠離，那是要隔離14天的新型肺炎人仕。私自外出。小心」？
__label__partialError,「義大利福利部長：中國欺騙了我們，該疾病的傳播速度超乎尋常，比中國給我們的數據快得多。中國給我們的數據都是假的...」？
__label__partialError,「原來味噌比黑咖啡更醒腦防癌、抗輻射...味噌的5大好處...可排出人體輻射…幫助醒腦...改善酸性體質...抗老化...降低罹癌風險」？
__label__partialError,多家媒體報導「鍾南山：蓮蓬頭可能是播毒途徑 致鑽石公主號及香港國宅個案增加」、「鍾南山：蓮蓬頭與排氣管可能傳播新冠病毒」？
__label__partialError,媒體報導「澳洲大學研究指出，『精油』也能抗病毒！只要聞15分鐘，鼻腔內的流感病毒幾乎全清空」？
__label__partialError,義大利前民主黨黨書記貝爾薩尼受訪內容：「我懷疑這病毒是在警報發生之前，就已經存在於意大利，我們只是在用已經傳播的病毒來追究中國人」？
__label__partialError,媒體報導「俄國衛生部指武漢肺炎是人工病毒」？
__label__partialError,「70万只蝙蝠入侵澳洲！其中巨型狗头蝙蝠双翼展开可达1.5米！攻击性强」、「数十万蝙蝠涌入澳洲，狗头蝙蝠能咬断人脖子，人们开始不安」？
__label__partialError,「菲律賓政府免費送口罩...商家在街頭免費發口罩」照片？
__label__partialError,「中國將承認新冠病毒來自P4實驗室」、「多位專家：病毒或來自武漢P4實驗室」？
__label__partialError,「好消息！新病毒不耐高溫。冠狀病毒在56攝氏度、30分鐘就死亡了...新病毒怕酒精，醫用酒精消毒是有效的...人在家裡時，可以把暖氣和空調都開著」？
__label__partialError,「武漢肺炎已經定名為SARI了，確定是SARS的強進化病毒...目前市面上所有藥物均無效...乙酸對病毒有效」？
__label__partialError,照片將澳洲大火時的衛星雲圖與中國對照，暗示中國汙染比澳洲還嚴重？
__label__partialError,「行政院下令要政府部門所有系統改『稱謂』，不是說同婚修法後什麼都不會變」？
__label__partialError,「澳大利亞巨大的野火導致動物死亡」動物照片？
__label__partialError,圖片「14年性平教育偏差，致15-24歲愛滋與性病狂飆..」？
__label__partialError,「美國《時代雜誌》：這是一場由惡毒演員操弄假新聞、性別歧視、煽動演說主導的選戰」，配上韓國瑜照片？
__label__partialError,文章「美媒丟震撼彈籲：台灣不可以讓蔡英文連任四年」？
__label__partialError,「投票所改變地點」、「投票不能帶手機、國外回來投票要帶台灣護照都是新的規定」？
__label__partialError,「持舊式身份證不得憑領選舉票」、「如果沒有更改為新的版本，或台北縣升格為新北市，都要更改。否則在投票當天是不能領選票」？
__label__partialError,「12月31號晚上凌晨開始，所有的選舉民調，不管舊的、新的，都不要再傳，要罰五十萬，尤其反滲透法已通過，任何選舉文宣也請大家都不要再傳...」？
__label__partialError,「泰國給60多國免簽 我們卻要辦簽證 再交3個月財力證明...菜政府不但給泰國免簽 每人還送8000元 包機補助25萬...」？
__label__partialError,媒體報導「研究：睡太少會爆肥...平均睡眠介於3到5小時的民眾，肥胖機率比一般人高出73%」？
__label__partialError,「每天睡前吃一點它（桑葚、核桃），不出一周白髮不見了」？
__label__partialError,「行政院長蘇貞昌拍板通過定案提交修法.吸毒除罪.改用治療和寫悔過書處置~」？
__label__partialError,「聯合國官方微博發文譴責暴徒行為了。所以聯合國和美國已完全不同調」？
__label__partialError,「雞眼用香蕉皮就可以治好，太簡單了」？
__label__partialError,文章「日本沒有教師節...日本不僅地鐵上有教師專座，大街上有教師商店」？
__label__partialError,媒體報導「哈佛研究：垃圾食物危害精蟲」、「男人若常吃垃圾食物，可能會造成精蟲生產『不可挽回的傷害』」？
__label__partialError,「德國政府新規：以後政府宴請都吃素」？
__label__partialError,內容農場指出，「日本政府承認：112萬噸的核廢水除了排入太平洋之外『別無選擇』」？
__label__partialError,「手機撥 850 +計程車的車牌號碼，GPS就會一路保護妳」？
__label__partialError,「一對夫妻在屋內聞到煤氣味打開燈，廚房爆炸，丈夫立即死亡，妻子送到重症監護室」？
__label__partialError,「青木瓜茶加椰子水可治痛風」？
__label__partialError,媒體報導「德媒：華為沒發現後門，在美國思科卻發現了10個」、「德媒：思科比華為更不安全」？
__label__partialError,「吃冷的米飯能抗腸癌」？
__label__partialError,媒體報導「研究證實吃辣可能導致失智症...研究結果顯示，每天吃超過50g辣椒的人，記憶力衰退和認知能力變差的風險為一般人的2倍」？
__label__partialError,「家禽之王梵天雞 身高超過1m...體型如五六歲小孩」？
__label__partialError,「高速公路所有／十八處交流道都裝設攝影機，若違規插隊、壓到雙白線或未打方向燈都會被開罰單」？
__label__partialError,「秋行軍蟲入侵、今起強制噴藥！毒理專家：這19種蔬果要注意農藥殘留」？
